hum,suhu,jarak,beda,status
58.00,25.20,22.93,3.13,surut
57.00,25.20,22.63,-0.31,surut
57.00,25.20,22.93,0.31,surut
56.00,25.20,22.63,-0.31,surut
56.00,25.20,23.78,1.16,surut
56.00,25.20,23.49,-0.29,surut
55.00,25.20,23.22,-0.27,surut
54.00,25.20,22.92,-0.31,surut
54.00,25.20,25.23,2.31,surut
54.00,25.20,25.23,0.00,surut
53.00,25.20,25.25,0.02,surut
53.00,25.20,25.25,0.00,surut
53.00,25.20,25.25,0.00,surut
52.00,25.20,25.25,0.00,surut
51.00,25.20,25.23,-0.02,surut
51.00,25.20,25.23,0.00,surut
51.00,25.20,25.23,0.00,surut
50.00,25.20,25.23,0.00,surut
50.00,25.20,25.25,0.02,surut
50.00,25.20,25.25,0.00,surut
50.00,25.20,25.25,0.00,surut
49.00,25.20,25.23,-0.02,surut
49.00,25.20,25.25,0.02,surut
49.00,25.20,25.23,-0.02,surut
49.00,25.20,25.23,0.00,surut
49.00,25.20,27.85,2.62,surut
49.00,25.20,26.67,-1.17,surut
49.00,25.20,26.69,0.02,surut
49.00,25.20,26.69,0.00,surut
49.00,25.20,28.42,1.73,surut
50.00,25.20,27.54,-0.88,surut
50.00,25.20,27.83,0.29,surut
50.00,25.20,27.83,0.00,surut
50.00,25.20,28.71,0.88,surut
50.00,25.20,28.70,-0.02,surut
50.00,25.20,29.27,0.58,surut
50.00,25.20,29.80,0.53,surut
50.00,25.20,30.06,0.25,surut
50.00,25.20,29.27,-0.78,surut
52.00,25.20,29.80,0.53,surut
52.00,25.20,29.27,-0.53,surut
54.00,25.20,29.27,0.00,surut
55.00,25.20,29.29,0.02,surut
57.00,25.20,29.53,0.24,surut
58.00,25.20,30.31,0.78,surut
59.00,25.20,30.58,0.27,surut
58.00,25.20,30.58,0.00,surut
57.00,25.20,30.57,-0.02,surut
57.00,25.20,30.58,0.02,surut
56.00,25.20,30.58,0.00,surut
57.00,25.20,30.58,0.00,surut
58.00,25.20,28.99,-1.60,surut
59.00,25.20,29.00,0.02,surut
60.00,25.20,29.00,0.00,surut
60.00,25.20,27.83,-1.17,surut
60.00,25.20,27.56,-0.27,surut
60.00,25.20,26.98,-0.58,surut
59.00,25.20,26.98,0.00,surut
58.00,25.20,27.54,0.56,surut
57.00,25.20,26.11,-1.43,surut
57.00,25.20,25.81,-0.31,surut
56.00,25.20,25.52,-0.29,surut
56.00,25.20,25.82,0.31,surut
55.00,25.20,24.94,-0.88,surut
55.00,25.20,24.94,0.00,surut
56.00,25.20,24.36,-0.58,surut
56.00,25.20,24.36,0.00,surut
57.00,25.20,23.80,-0.56,surut
56.00,25.20,22.63,-1.17,surut
56.00,25.20,19.16,-3.47,banjir
55.00,25.20,18.21,-0.95,banjir
55.00,25.20,20.11,1.90,surut
55.00,25.20,19.16,-0.95,banjir
55.00,25.20,19.48,0.32,banjir
54.00,25.20,19.48,0.00,banjir
55.00,25.20,19.48,0.00,banjir
55.00,25.20,19.48,0.00,banjir
55.00,25.20,18.53,-0.95,banjir
54.00,25.20,18.51,-0.02,banjir
53.00,25.20,18.53,0.02,banjir
53.00,25.20,18.53,0.00,banjir
53.00,25.20,18.51,-0.02,banjir
52.00,25.10,18.53,0.02,banjir
53.00,25.10,18.51,-0.02,banjir
53.00,25.10,19.48,0.97,surut
53.00,25.10,21.71,2.23,surut
53.00,25.10,20.43,-1.27,banjir
52.00,25.10,20.43,0.00,banjir
52.00,25.10,20.43,0.00,banjir
52.00,25.10,20.43,0.00,banjir
52.00,25.10,20.76,0.32,banjir
52.00,25.10,20.43,-0.32,banjir
52.00,25.10,18.51,-1.92,banjir
52.00,25.10,17.88,-0.63,banjir
52.00,25.10,16.61,-1.28,banjir
52.00,25.10,16.61,0.00,banjir
52.00,25.10,16.61,0.00,banjir
52.00,25.10,16.61,0.00,banjir
52.00,25.10,16.61,0.00,banjir
52.00,25.10,16.61,0.00,banjir
52.00,25.10,16.61,0.00,banjir
52.00,25.10,16.61,0.00,banjir
52.00,25.10,16.61,0.00,banjir
52.00,25.10,15.98,-0.63,banjir
52.00,25.10,15.96,-0.02,banjir
52.00,25.10,14.26,-1.70,banjir
52.00,25.10,13.57,-0.70,banjir
52.00,25.10,13.21,-0.36,banjir
52.00,25.10,12.87,-0.34,banjir
52.00,25.10,13.21,0.34,banjir
52.00,25.10,13.21,0.00,banjir
52.00,25.10,11.81,-1.39,banjir
53.00,25.10,11.81,0.00,banjir
53.00,25.10,10.42,-1.39,banjir
53.00,25.10,10.42,0.00,banjir
52.00,25.10,10.42,0.00,banjir
52.00,25.10,11.12,0.70,surut
52.00,25.10,10.78,-0.34,banjir
52.00,25.10,8.02,-2.75,banjir
52.00,25.10,8.02,0.00,banjir
52.00,25.10,7.05,-0.97,banjir
52.00,25.10,7.05,0.00,banjir
52.00,25.10,7.04,-0.02,banjir
51.00,25.10,5.75,-1.29,banjir
52.00,25.10,5.42,-0.32,banjir
53.00,25.10,5.12,-0.31,banjir
53.00,25.10,5.12,0.00,banjir
53.00,25.10,5.12,0.00,banjir
52.00,25.10,5.12,0.00,banjir
52.00,25.10,5.12,0.00,banjir
52.00,25.10,4.45,-0.66,banjir
53.00,25.10,4.45,0.00,banjir
53.00,25.10,3.81,-0.65,banjir
52.00,25.10,4.13,0.32,banjir
52.00,25.10,5.76,1.63,surut
51.00,25.10,4.13,-1.63,banjir
52.00,25.00,4.13,0.00,banjir
52.00,25.00,4.13,0.00,banjir
52.00,25.00,3.81,-0.32,banjir
52.00,25.00,6.07,2.26,surut
52.00,25.00,5.42,-0.65,banjir
53.00,25.00,5.42,0.00,banjir
54.00,25.00,6.41,0.99,surut
55.00,25.00,7.36,0.95,surut
56.00,25.00,7.70,0.34,banjir
56.00,25.10,7.36,-0.34,banjir
57.00,25.10,8.67,1.31,surut
58.00,25.10,8.33,-0.34,banjir
59.00,25.10,11.12,2.79,surut
59.00,25.10,10.08,-1.04,banjir
59.00,25.10,9.72,-0.36,banjir
59.00,25.10,11.81,2.09,surut
58.00,25.10,11.81,0.00,banjir
58.00,25.10,11.48,-0.34,banjir
59.00,25.10,11.81,0.34,banjir
60.00,25.10,11.81,0.00,banjir
61.00,25.10,11.48,-0.34,banjir
61.00,25.10,13.57,2.09,surut
61.00,25.10,13.57,0.00,banjir
60.00,25.20,14.96,1.39,surut
61.00,25.20,14.62,-0.34,banjir
60.00,25.20,14.96,0.34,banjir
60.00,25.20,14.94,-0.02,banjir
60.00,25.20,14.96,0.02,banjir
59.00,25.20,14.96,0.00,banjir
59.00,25.20,14.96,0.00,banjir
59.00,25.20,15.32,0.36,banjir
59.00,25.20,14.26,-1.05,banjir
58.00,25.20,14.62,0.36,banjir
58.00,25.20,13.92,-0.70,banjir
59.00,25.20,13.92,0.00,banjir
59.00,25.20,13.92,0.00,banjir
59.00,25.20,12.51,-1.41,banjir
59.00,25.20,12.51,0.00,banjir
58.00,25.20,12.17,-0.34,banjir
57.00,25.20,11.12,-1.05,banjir
57.00,25.20,12.15,1.04,surut
58.00,25.20,12.17,0.02,banjir
59.00,25.20,11.48,-0.70,banjir
59.00,25.20,10.42,-1.05,banjir
61.00,25.20,10.78,0.36,banjir
62.00,25.30,10.78,0.00,banjir
62.00,25.30,10.08,-0.70,banjir
63.00,25.30,10.78,0.70,surut
64.00,25.30,10.42,-0.36,banjir
64.00,25.30,12.17,1.75,surut
64.00,25.30,10.08,-2.09,banjir
64.00,25.30,10.78,0.70,surut
64.00,25.30,12.51,1.73,surut
64.00,25.30,9.03,-3.48,banjir
63.00,25.30,9.37,0.34,banjir
62.00,25.30,9.38,0.02,banjir
62.00,25.30,8.67,-0.71,banjir
63.00,25.30,8.35,-0.32,banjir
64.00,25.30,8.33,-0.02,banjir
64.00,25.40,7.36,-0.97,banjir
65.00,25.40,7.38,0.02,banjir
65.00,25.40,9.72,2.35,surut
63.00,25.40,9.72,0.00,banjir
62.00,25.40,9.72,0.00,banjir
62.00,25.40,9.72,0.00,banjir
63.00,25.40,12.51,2.79,surut
63.00,25.40,12.17,-0.34,banjir
63.00,25.40,12.17,0.00,banjir
63.00,25.40,11.81,-0.36,banjir
63.00,25.40,11.81,0.00,banjir
63.00,25.40,10.42,-1.39,banjir
64.00,25.40,11.46,1.04,surut
64.00,25.40,11.12,-0.34,banjir
63.00,25.40,12.87,1.75,surut
63.00,25.40,11.12,-1.75,banjir
61.00,25.40,12.51,1.39,surut
60.00,25.40,12.51,0.00,banjir
59.00,25.40,12.51,0.00,banjir
60.00,25.40,12.17,-0.34,banjir
60.00,25.40,12.51,0.34,banjir
60.00,25.40,13.21,0.70,surut
59.00,25.40,13.57,0.36,banjir
58.00,25.40,13.92,0.36,banjir
58.00,25.40,12.85,-1.07,banjir
58.00,25.40,14.26,1.41,surut
57.00,25.40,15.96,1.70,surut
57.00,25.40,14.26,-1.70,banjir
57.00,25.40,13.91,-0.36,banjir
58.00,25.40,14.26,0.36,banjir
59.00,25.40,15.66,1.39,surut
59.00,25.40,15.30,-0.36,banjir
58.00,25.40,15.30,0.00,banjir
58.00,25.40,15.66,0.36,banjir
58.00,25.40,15.66,0.00,banjir
57.00,25.40,15.98,0.32,banjir
57.00,25.40,16.93,0.95,surut
56.00,25.40,16.61,-0.32,banjir
57.00,25.40,15.96,-0.65,banjir
57.00,25.40,16.61,0.65,surut
58.00,25.40,16.61,0.00,banjir
59.00,25.40,16.61,0.00,banjir
60.00,25.40,17.24,0.63,surut
61.00,25.40,17.24,0.00,banjir
62.00,25.40,21.08,3.84,surut
62.00,25.40,17.88,-3.20,banjir
61.00,25.40,18.53,0.65,surut
61.00,25.40,17.88,-0.65,banjir
60.00,25.40,18.21,0.32,banjir
59.00,25.40,19.81,1.60,surut
58.00,25.40,19.16,-0.65,banjir
57.00,25.40,19.16,0.00,banjir
56.00,25.40,17.88,-1.27,banjir
55.00,25.40,20.11,2.23,surut
55.00,25.40,20.76,0.65,surut
54.00,25.40,21.39,0.63,surut
53.00,25.40,20.76,-0.63,banjir
53.00,25.40,21.06,0.31,banjir
52.00,25.40,21.39,0.32,banjir
52.00,25.40,20.76,-0.63,banjir
52.00,25.40,22.63,1.87,surut
53.00,25.40,22.93,0.31,surut
54.00,25.40,22.35,-0.58,surut
54.00,25.40,22.64,0.29,surut
54.00,25.40,22.92,0.27,surut
53.00,25.40,23.51,0.59,surut
53.00,25.40,22.93,-0.58,surut
52.00,25.40,22.63,-0.31,surut
52.00,25.40,23.49,0.87,surut
52.00,25.40,24.09,0.60,surut
53.00,25.40,24.09,0.00,surut
53.00,25.40,24.07,-0.02,surut
54.00,25.40,24.09,0.02,surut
54.00,25.40,24.65,0.56,surut
55.00,25.40,24.67,0.02,surut
56.00,25.40,23.49,-1.17,surut
56.00,25.40,24.94,1.44,surut
56.00,25.40,24.94,0.00,surut
56.00,25.40,24.94,0.00,surut
55.00,25.40,24.94,0.00,surut
54.00,25.40,25.81,0.87,surut
53.00,25.40,26.11,0.31,surut
53.00,25.40,26.11,0.00,surut
53.00,25.40,27.27,1.16,surut
54.00,25.40,26.98,-0.29,surut
55.00,25.40,27.25,0.27,surut
56.00,25.40,26.98,-0.27,surut
55.00,25.40,28.12,1.14,surut
55.00,25.40,28.14,0.02,surut
55.00,25.40,28.42,0.29,surut
55.00,25.40,28.14,-0.29,surut
55.00,25.40,28.12,-0.02,surut
55.00,25.40,28.12,0.00,surut
55.00,25.40,28.14,0.02,surut
56.00,25.40,27.56,-0.58,surut
57.00,25.40,27.25,-0.31,surut
58.00,25.40,27.54,0.29,surut
57.00,25.40,27.54,0.00,surut
58.00,25.40,28.42,0.88,surut
58.00,25.40,26.98,-1.44,surut
57.00,25.40,26.09,-0.88,surut
57.00,25.40,26.69,0.60,surut
57.00,25.40,25.23,-1.46,surut
58.00,25.40,23.78,-1.44,surut
57.00,25.40,24.07,0.29,surut
56.00,25.40,24.94,0.87,surut
56.00,25.40,24.36,-0.58,surut
55.00,25.40,23.78,-0.58,surut
54.00,25.40,22.92,-0.87,surut
55.00,25.40,22.03,-0.88,surut
55.00,25.40,22.34,0.31,surut
55.00,25.40,22.34,0.00,surut
55.00,25.40,21.71,-0.63,banjir
55.00,25.40,22.34,0.63,surut
56.00,25.40,20.76,-1.58,banjir
56.00,25.40,20.76,0.00,banjir
57.00,25.40,21.06,0.31,banjir
57.00,25.40,21.06,0.00,banjir
56.00,25.40,21.08,0.02,banjir
56.00,25.40,20.43,-0.65,banjir
55.00,25.40,20.43,0.00,banjir
55.00,25.40,19.48,-0.95,banjir
55.00,25.40,19.48,0.00,banjir
56.00,25.40,19.16,-0.32,banjir
56.00,25.40,18.19,-0.97,banjir
56.00,25.40,17.87,-0.32,banjir
55.00,25.40,17.56,-0.31,banjir
54.00,25.40,17.56,0.00,banjir
53.00,25.40,17.56,0.00,banjir
52.00,25.40,17.24,-0.32,banjir
52.00,25.40,16.92,-0.32,banjir
53.00,25.40,16.61,-0.31,banjir
53.00,25.40,15.67,-0.93,banjir
54.00,25.40,15.96,0.29,banjir
55.00,25.40,17.88,1.92,surut
56.00,25.40,16.29,-1.60,banjir
56.00,25.40,16.61,0.32,banjir
56.00,25.40,14.96,-1.65,banjir
56.00,25.40,14.26,-0.70,banjir
57.00,25.40,14.62,0.36,banjir
57.00,25.40,14.60,-0.02,banjir
58.00,25.40,14.26,-0.34,banjir
58.00,25.40,14.25,-0.02,banjir
58.00,25.40,13.92,-0.32,banjir
57.00,25.40,13.57,-0.36,banjir
56.00,25.40,13.57,0.00,banjir
56.00,25.40,13.92,0.36,banjir
56.00,25.40,13.23,-0.70,banjir
57.00,25.40,13.21,-0.02,banjir
57.00,25.40,11.46,-1.75,banjir
57.00,25.40,11.12,-0.34,banjir
56.00,25.40,12.51,1.39,surut
56.00,25.40,11.12,-1.39,banjir
56.00,25.40,10.78,-0.34,banjir
56.00,25.40,10.78,0.00,banjir
55.00,25.40,10.08,-0.70,banjir
54.00,25.40,10.08,0.00,banjir
53.00,25.40,10.08,0.00,banjir
53.00,25.40,9.72,-0.36,banjir
53.00,25.40,9.38,-0.34,banjir
52.00,25.40,9.03,-0.36,banjir
52.00,25.40,8.65,-0.37,banjir
51.00,25.40,8.65,0.00,banjir
51.00,25.40,8.65,0.00,banjir
51.00,25.40,8.65,0.00,banjir
52.00,25.40,8.33,-0.32,banjir
53.00,25.40,6.72,-1.61,banjir
54.00,25.40,6.07,-0.65,banjir
55.00,25.40,5.42,-0.65,banjir
55.00,25.40,5.42,0.00,banjir
55.00,25.40,5.42,0.00,banjir
54.00,25.40,5.42,0.00,banjir
53.00,25.40,5.10,-0.32,banjir
53.00,25.40,4.79,-0.31,banjir
54.00,25.40,5.12,0.32,banjir
54.00,25.40,5.42,0.31,banjir
53.00,25.40,4.13,-1.29,banjir
53.00,25.40,5.75,1.61,surut
52.00,25.40,5.12,-0.63,banjir
52.00,25.40,9.38,4.27,surut
51.00,25.40,6.72,-2.67,banjir
51.00,25.40,9.72,3.01,surut
52.00,25.40,8.33,-1.39,banjir
52.00,25.40,13.55,5.22,surut
52.00,25.40,12.51,-1.04,banjir
53.00,25.40,15.32,2.81,surut
54.00,25.40,14.26,-1.05,banjir
54.00,25.40,14.26,0.00,banjir
53.00,25.40,15.30,1.04,surut
53.00,25.40,15.30,0.00,banjir
53.00,25.40,19.16,3.86,surut
54.00,25.40,19.16,0.00,banjir
54.00,25.40,19.79,0.63,surut
53.00,25.40,18.21,-1.58,banjir
53.00,25.40,20.11,1.90,surut
53.00,25.40,20.11,0.00,banjir
53.00,25.40,21.71,1.60,surut
53.00,25.40,21.71,0.00,banjir
52.00,25.40,23.78,2.07,surut
51.00,25.40,24.36,0.58,surut
51.00,25.40,25.53,1.17,surut
51.00,25.40,24.67,-0.87,surut
51.00,25.40,28.71,4.05,surut
52.00,25.40,26.98,-1.73,surut
52.00,25.40,27.54,0.56,surut
52.00,25.40,27.83,0.29,surut
51.00,25.40,28.14,0.31,surut
51.00,25.40,29.00,0.87,surut
51.00,25.40,29.00,0.00,surut
51.00,25.40,30.58,1.58,surut
51.00,25.40,28.42,-2.16,surut
52.00,25.40,29.27,0.85,surut
52.00,25.40,27.27,-2.01,surut
54.00,25.40,27.83,0.56,surut
54.00,25.40,27.85,0.02,surut
54.00,25.40,25.53,-2.31,surut
54.00,25.40,25.52,-0.02,surut
54.00,25.40,25.23,-0.29,surut
54.00,25.40,24.38,-0.85,surut
53.00,25.40,22.63,-1.75,surut
53.00,25.40,24.09,1.46,surut
53.00,25.40,21.06,-3.03,banjir
53.00,25.40,20.11,-0.95,banjir
53.00,25.40,19.48,-0.63,banjir
53.00,25.40,19.16,-0.32,banjir
53.00,25.40,16.61,-2.55,banjir
54.00,25.40,16.29,-0.32,banjir
53.00,25.40,14.94,-1.34,banjir
53.00,25.40,15.67,0.73,surut
52.00,25.40,12.85,-2.82,banjir
53.00,25.40,10.78,-2.07,banjir
54.00,25.40,9.72,-1.05,banjir
55.00,25.40,8.33,-1.39,banjir
56.00,25.40,8.35,0.02,banjir
55.00,25.40,8.35,0.00,banjir
55.00,25.40,8.65,0.31,banjir
55.00,25.40,6.41,-2.24,banjir
55.00,25.40,6.41,0.00,banjir
56.00,25.40,6.41,0.00,banjir
56.00,25.40,6.72,0.31,banjir
55.00,25.40,4.78,-1.94,banjir
54.00,25.40,4.78,0.00,banjir
53.00,25.40,4.79,0.02,banjir
52.00,25.40,4.45,-0.34,banjir
51.00,25.40,3.50,-0.95,banjir
51.00,25.40,4.79,1.29,surut
51.00,25.40,6.41,1.61,surut
50.00,25.40,6.72,0.31,banjir
50.00,25.40,8.67,1.95,surut
50.00,25.40,9.38,0.71,surut
50.00,25.40,9.72,0.34,banjir
49.00,25.30,12.87,3.15,surut
49.00,25.30,11.48,-1.39,banjir
49.00,25.30,12.51,1.04,surut
49.00,25.30,13.91,1.39,surut
49.00,25.30,14.96,1.05,surut
49.00,25.30,15.30,0.34,banjir
49.00,25.30,13.92,-1.38,banjir
50.00,25.30,15.30,1.38,surut
50.00,25.30,15.96,0.66,surut
50.00,25.30,14.60,-1.36,banjir
50.00,25.30,17.56,2.96,surut
50.00,25.30,17.88,0.32,banjir
51.00,25.30,19.81,1.92,surut
53.00,25.30,20.76,0.95,surut
54.00,25.30,22.34,1.58,surut
55.00,25.30,21.39,-0.95,banjir
55.00,25.30,20.76,-0.63,banjir
56.00,25.30,21.71,0.95,surut
55.00,25.30,22.92,1.21,surut
55.00,25.30,21.71,-1.21,banjir
55.00,25.30,22.34,0.63,surut
54.00,25.30,22.63,0.29,surut
54.00,25.30,24.36,1.73,surut
53.00,25.30,24.36,0.00,surut
53.00,25.30,25.82,1.46,surut
53.00,25.30,26.38,0.56,surut
53.00,25.30,27.85,1.46,surut
53.00,25.30,28.41,0.56,surut
53.00,25.30,27.54,-0.87,surut
54.00,25.30,28.14,0.59,surut
56.00,25.30,27.85,-0.29,surut
56.00,25.30,27.83,-0.02,surut
56.00,25.30,27.83,0.00,surut
56.00,25.30,27.85,0.02,surut
56.00,25.30,27.85,0.00,surut
56.00,25.40,29.29,1.44,surut
55.00,25.30,29.00,-0.29,surut
54.00,25.30,27.54,-1.46,surut
55.00,25.30,28.12,0.58,surut
55.00,25.30,28.71,0.59,surut
55.00,25.30,28.70,-0.02,surut
55.00,25.30,28.42,-0.27,surut
55.00,25.30,28.12,-0.31,surut
54.00,25.30,28.14,0.02,surut
54.00,25.30,28.42,0.29,surut
54.00,25.30,28.71,0.29,surut
53.00,25.30,29.80,1.09,surut
54.00,25.30,28.14,-1.67,surut
55.00,25.30,29.00,0.87,surut
56.00,25.30,29.00,0.00,surut
57.00,25.30,29.00,0.00,surut
57.00,25.30,28.99,-0.02,surut
57.00,25.30,29.00,0.02,surut
57.00,25.40,29.00,0.00,surut
56.00,25.40,29.00,0.00,surut
56.00,25.30,29.00,0.00,surut
56.00,25.30,28.99,-0.02,surut
56.00,25.30,29.00,0.02,surut
56.00,25.30,28.99,-0.02,surut
56.00,25.30,28.99,0.00,surut
56.00,25.30,28.99,0.00,surut
56.00,25.30,29.00,0.02,surut
55.00,25.30,29.00,0.00,surut
55.00,25.30,29.00,0.00,surut
55.00,25.30,29.00,0.00,surut
55.00,25.30,29.00,0.00,surut
55.00,25.30,28.99,-0.02,surut
56.00,25.30,28.99,0.00,surut
56.00,25.30,29.00,0.02,surut
57.00,25.30,29.00,0.00,surut
57.00,25.30,28.99,-0.02,surut
58.00,25.30,29.00,0.02,surut
58.00,25.30,28.99,-0.02,surut
58.00,25.30,28.99,0.00,surut
58.00,25.30,28.99,0.00,surut
58.00,25.30,29.00,0.02,surut
58.00,25.30,29.00,0.00,surut
58.00,25.30,29.00,0.00,surut
59.00,25.30,28.99,-0.02,surut
58.00,25.30,29.00,0.02,normal
57.00,25.20,29.00,0.00,normal
57.00,25.20,29.00,0.00,normal
56.00,25.20,29.00,0.00,normal
56.00,25.20,29.00,0.00,normal
56.00,25.20,29.00,0.00,normal
56.00,25.20,28.99,-0.02,normal
56.00,25.20,29.00,0.02,normal
56.00,25.20,29.00,0.00,normal
55.00,25.20,29.00,0.00,normal
55.00,25.20,29.00,0.00,normal
55.00,25.20,29.00,0.00,normal
55.00,25.20,28.99,-0.02,normal
54.00,25.20,29.00,0.02,normal
54.00,25.20,29.00,0.00,normal
54.00,25.20,28.99,-0.02,normal
54.00,25.20,28.99,0.00,normal
54.00,25.20,28.99,0.00,normal
53.00,25.10,29.00,0.02,normal
53.00,25.10,29.00,0.00,normal
53.00,25.10,29.00,0.00,normal
54.00,25.10,28.99,-0.02,normal
53.00,25.10,28.99,0.00,normal
53.00,25.10,28.99,0.00,normal
53.00,25.10,28.99,0.00,normal
53.00,25.10,29.00,0.02,normal
53.00,25.10,29.00,0.00,normal
53.00,25.10,28.99,-0.02,normal
53.00,25.10,29.00,0.02,normal
53.00,25.10,28.99,-0.02,normal
53.00,25.10,29.00,0.02,normal
54.00,25.10,29.00,0.00,normal
54.00,25.10,29.00,0.00,normal
54.00,25.10,29.00,0.00,normal
54.00,25.10,29.00,0.00,normal
55.00,25.10,29.00,0.00,normal
55.00,25.10,29.00,0.00,normal
54.00,25.10,29.00,0.00,normal
54.00,25.10,29.00,0.00,normal
54.00,25.10,29.00,0.00,normal
53.00,25.10,29.00,0.00,normal
53.00,25.10,29.00,0.00,normal
53.00,25.10,28.99,-0.02,normal
53.00,25.10,29.00,0.02,normal
52.00,25.10,29.00,0.00,normal
52.00,25.10,29.00,0.00,normal
52.00,25.10,29.00,0.00,normal
53.00,25.10,29.00,0.00,normal
53.00,25.10,29.00,0.00,normal
53.00,25.00,29.00,0.00,normal
53.00,25.00,29.00,0.00,normal
53.00,25.00,29.00,0.00,normal
54.00,25.00,29.00,0.00,normal
53.00,25.00,29.00,0.00,normal
53.00,25.00,29.00,0.00,normal
53.00,25.00,29.00,0.00,normal
52.00,25.00,29.00,0.00,normal
52.00,25.00,29.00,0.00,normal
52.00,25.00,29.00,0.00,normal
52.00,25.00,29.00,0.00,normal
53.00,25.00,28.99,-0.02,normal
53.00,25.00,28.99,0.00,normal
53.00,25.00,29.00,0.02,normal
53.00,25.00,29.00,0.00,normal
53.00,25.00,29.00,0.00,normal
52.00,25.00,28.99,-0.02,normal
52.00,25.00,29.00,0.02,normal
52.00,24.90,28.99,-0.02,normal
52.00,24.90,29.00,0.02,normal
52.00,24.90,29.00,0.00,normal
52.00,24.90,29.00,0.00,normal
52.00,24.90,29.00,0.00,normal
51.00,24.90,29.00,0.00,normal
51.00,24.90,29.00,0.00,normal
51.00,24.90,29.00,0.00,normal
52.00,24.90,29.00,0.00,normal
52.00,24.90,29.00,0.00,normal
52.00,24.90,28.99,-0.02,normal
52.00,24.90,28.99,0.00,normal
52.00,24.90,29.00,0.02,normal
51.00,24.90,28.99,-0.02,normal
51.00,24.90,28.99,0.00,normal
51.00,24.90,29.00,0.02,normal
51.00,24.90,29.00,0.00,normal
51.00,24.90,29.00,0.00,normal
51.00,24.90,28.99,-0.02,normal
51.00,24.90,29.00,0.02,normal
51.00,24.90,29.00,0.00,normal
51.00,24.90,29.00,0.00,normal
52.00,24.90,29.00,0.00,normal
53.00,24.90,28.99,-0.02,normal
52.00,24.80,29.00,0.02,normal
53.00,24.80,29.00,0.00,normal
53.00,24.80,28.99,-0.02,normal
53.00,24.80,29.00,0.02,normal
53.00,24.80,29.00,0.00,normal
53.00,24.80,29.00,0.00,normal
53.00,24.80,29.00,0.00,normal
54.00,24.80,29.00,0.00,normal
55.00,24.80,29.00,0.00,normal
56.00,24.80,28.99,-0.02,normal
56.00,24.80,29.00,0.02,normal
56.00,24.80,29.00,0.00,normal
56.00,24.80,29.53,0.53,normal
55.00,24.80,29.00,-0.53,normal
55.00,24.80,29.00,0.00,normal
55.00,24.80,29.55,0.54,normal
55.00,24.80,29.00,-0.54,normal
55.00,24.80,29.00,0.00,normal
55.00,24.80,29.00,0.00,normal
55.00,24.80,29.00,0.00,normal
54.00,24.80,29.00,0.00,normal
54.00,24.80,29.53,0.53,normal
53.00,24.80,29.00,-0.53,normal
53.00,24.80,29.00,0.00,normal
53.00,24.80,28.99,-0.02,normal
52.00,24.80,29.00,0.02,normal
52.00,24.80,28.99,-0.02,normal
52.00,24.80,29.00,0.02,normal
52.00,24.80,29.55,0.54,normal
52.00,24.80,28.99,-0.56,normal
53.00,24.80,29.02,0.03,normal
53.00,24.80,29.00,-0.02,normal
53.00,24.80,28.99,-0.02,normal
54.00,24.80,29.00,0.02,normal
54.00,24.80,29.55,0.54,normal
54.00,24.80,29.00,-0.54,normal
53.00,24.80,29.53,0.53,normal
52.00,24.70,29.00,-0.53,normal
52.00,24.70,29.55,0.54,normal
52.00,24.70,29.53,-0.02,normal
52.00,24.70,29.55,0.02,normal
52.00,24.70,28.99,-0.56,normal
52.00,24.70,29.00,0.02,normal
52.00,24.70,29.55,0.54,normal
52.00,24.70,29.00,-0.54,normal
52.00,24.70,29.53,0.53,normal
53.00,24.70,28.99,-0.54,normal
53.00,24.70,28.99,0.00,normal
53.00,24.70,29.55,0.56,normal
54.00,24.70,29.00,-0.54,normal
54.00,24.70,29.55,0.54,normal
54.00,24.70,29.00,-0.54,normal
55.00,24.70,29.53,0.53,normal
55.00,24.70,29.00,-0.53,normal
54.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
52.00,24.70,29.00,0.00,normal
52.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
52.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
54.00,24.70,29.00,0.00,normal
54.00,24.70,29.55,0.54,normal
53.00,24.70,29.00,-0.54,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
52.00,24.70,29.00,0.00,normal
52.00,24.70,29.00,0.00,normal
52.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
53.00,24.70,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
52.00,24.70,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
52.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,29.00,0.00,normal
53.00,24.60,28.99,-0.02,normal
